# key	loại	nguồn (rỗng = sinh file mẫu)
# SINH TỰ ĐỘNG bởi scripts/seed/generate_seed.py — đừng sửa tay.
avatars/9105/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=buihoaianh&size=256
avatars/9106/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhthunga&size=256
avatars/9107/avatar.png	avatar	https://i.pravatar.cc/256?img=8
avatars/9109/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lehoaimy&size=256
avatars/9110/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vohadiep&size=256
avatars/9111/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lyminhtu&size=256
avatars/9112/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maithanhhai&size=256
avatars/9113/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenvanquan01&size=256
avatars/9114/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lenhathoa&size=256
avatars/9115/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duongtuongvy&size=256
avatars/9116/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hobaotuyet&size=256
avatars/9117/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maiquangkien&size=256
avatars/9118/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tranxuancuong&size=256
avatars/9120/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenhoaikhue&size=256
avatars/9121/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=totientrung&size=256
avatars/9122/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhminhtam&size=256
avatars/9123/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tothanhphuc&size=256
avatars/9124/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lephuongdung&size=256
avatars/9125/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=honhutram&size=256
avatars/9126/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamtrucmy&size=256
avatars/9127/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dohoailan&size=256
avatars/9128/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phanthanhcuong&size=256
avatars/9129/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenvankien&size=256
avatars/9131/avatar.png	avatar	https://i.pravatar.cc/256?img=32
avatars/9132/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lethanhthinh&size=256
avatars/9133/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=truongthithao&size=256
avatars/9134/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=buihuutien&size=256
avatars/9135/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoduyduy&size=256
avatars/9136/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=ngoducan&size=256
avatars/9137/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamquoctrung&size=256
avatars/9138/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=buiminhmy&size=256
avatars/9139/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dinhanhphong&size=256
avatars/9140/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hotruchanh&size=256
avatars/9142/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=legianam&size=256
avatars/9143/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=truongngoclinh&size=256
avatars/9144/avatar.png	avatar	https://i.pravatar.cc/256?img=45
avatars/9145/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=truongtuantam&size=256
avatars/9146/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhthanhduy&size=256
avatars/9147/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dinhlanvy&size=256
avatars/9148/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phanquynhanh&size=256
avatars/9149/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamhaicuong&size=256
avatars/9150/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamdieumai&size=256
avatars/9151/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoanghaigiang&size=256
avatars/9153/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=ngominhgiang&size=256
avatars/9154/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=leduykhoa&size=256
avatars/9155/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vunhugiang&size=256
avatars/9156/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=buiquangphong&size=256
avatars/9157/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=voduytu&size=256
avatars/9158/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dinhductam&size=256
avatars/9159/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoquocvu&size=256
avatars/9160/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lyvantu&size=256
avatars/9161/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hothuyhanh&size=256
avatars/9162/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoquangtrung&size=256
avatars/9164/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenhaivu&size=256
avatars/9165/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoxuanphuc&size=256
avatars/9166/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenvanphuc&size=256
avatars/9167/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maiminhhoa&size=256
avatars/9168/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=holandiep&size=256
avatars/9169/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoangyendung&size=256
avatars/9170/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lymyha&size=256
avatars/9171/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dinhducgiang&size=256
avatars/9172/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenkhanhbinh&size=256
avatars/9173/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duongnhatthang&size=256
avatars/9175/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duongdieuphuong&size=256
avatars/9176/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhxuanhai&size=256
avatars/9177/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maihuudung&size=256
avatars/9178/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenyennhung&size=256
avatars/9179/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoangduchoa&size=256
avatars/9180/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dinhxuantien&size=256
avatars/9181/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dangtiencuong&size=256
avatars/9182/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tranxuanbinh&size=256
avatars/9183/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lyquoctam&size=256
avatars/9184/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=domymy&size=256
avatars/9186/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dangtrungtuan&size=256
avatars/9187/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamvanhieu&size=256
avatars/9188/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lythanhtrang&size=256
avatars/9189/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duonganhhoa&size=256
avatars/9190/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duonggiathinh&size=256
avatars/9191/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lyhatuyet&size=256
avatars/9192/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dokimtram&size=256
avatars/9193/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dodieuhuyen&size=256
avatars/9194/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vuduchai&size=256
avatars/9195/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hobaolong&size=256
avatars/9197/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=ngokhanhvy&size=256
avatars/9198/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=ngodieunga&size=256
avatars/9199/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenduchai&size=256
avatars/9200/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dokhanhhuyen&size=256
avatars/9201/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tohaanh&size=256
avatars/9202/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duongnhattuan&size=256
avatars/9203/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phanminhha&size=256
avatars/9204/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamnhukhue&size=256
avatars/9205/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=lethanhtuyet&size=256
avatars/9206/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phannhuvy&size=256
avatars/9208/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=letrucanh&size=256
avatars/9209/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tokhanhdiep&size=256
avatars/9210/avatar.png	avatar	https://i.pravatar.cc/256?img=41
avatars/9211/avatar.png	avatar	https://i.pravatar.cc/256?img=42
avatars/9212/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dominhkhue&size=256
avatars/9213/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenquockhoa&size=256
avatars/9214/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dohahuyen&size=256
avatars/9215/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tranhailong&size=256
avatars/9216/avatar.png	avatar	https://i.pravatar.cc/256?img=47
avatars/9217/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenhuugiang&size=256
avatars/9219/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyentuongha&size=256
avatars/9220/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=buixuancuong&size=256
avatars/9221/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyentructrang&size=256
avatars/9222/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamvanthinh&size=256
avatars/9223/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=doduytien&size=256
avatars/9224/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=ngotrungkhoa&size=256
avatars/9225/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vukhanhanh&size=256
avatars/9226/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenvantuan&size=256
avatars/9227/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoyenhoa&size=256
avatars/9228/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vuhaison&size=256
avatars/9230/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phanngocanh&size=256
avatars/9231/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=leanhson&size=256
avatars/9232/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maithuyphuong&size=256
avatars/9233/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyendieuanh&size=256
avatars/9234/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhduythang&size=256
avatars/9235/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=legiatuan&size=256
avatars/9236/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=truongthudung&size=256
avatars/9237/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhnhattu&size=256
avatars/9238/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vukimnhi&size=256
avatars/9239/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vuhaicuong&size=256
avatars/9241/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=truongkhanhnhung&size=256
avatars/9242/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenquocan&size=256
avatars/9243/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamtientrung&size=256
avatars/9244/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dominhhanh&size=256
avatars/9245/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamkhanhtien&size=256
avatars/9246/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=holandiep01&size=256
avatars/9247/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=buihatuyet&size=256
avatars/9248/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamminhduy&size=256
avatars/9249/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tranminhcuong&size=256
avatars/9250/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dangkimtram&size=256
avatars/9252/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=truonghaanh&size=256
avatars/9253/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamvanson&size=256
avatars/9254/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=dinhbaophuc&size=256
avatars/9255/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhtuanquan&size=256
avatars/9256/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhminhanh&size=256
avatars/9257/avatar.png	avatar	https://i.pravatar.cc/256?img=18
avatars/9258/avatar.png	avatar	https://i.pravatar.cc/256?img=19
avatars/9259/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vocongtu&size=256
avatars/9260/avatar.png	avatar	https://i.pravatar.cc/256?img=21
avatars/9261/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=ngohadung&size=256
avatars/9263/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=doxuannghia&size=256
avatars/9264/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maihaihieu&size=256
avatars/9265/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamthanhduy&size=256
avatars/9266/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hokhanhthinh&size=256
avatars/9267/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phanvanhai&size=256
avatars/9268/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maicongphuc&size=256
avatars/9269/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vuminhvu&size=256
avatars/9270/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vominhhuyen&size=256
avatars/9271/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hokhanhtien&size=256
avatars/9272/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=nguyenquochoa&size=256
avatars/9274/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=vumytrang&size=256
avatars/9275/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhtiennam&size=256
avatars/9276/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=tranminhquyen&size=256
avatars/9277/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phamtientrung01&size=256
avatars/9278/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duongthanhphong&size=256
avatars/9279/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phanhoaioanh&size=256
avatars/9280/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhquynhngan&size=256
avatars/9281/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=phanvandung&size=256
avatars/9282/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhhoailan&size=256
avatars/9283/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=danghuutu&size=256
avatars/9285/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=huynhkhanhnghia&size=256
avatars/9286/avatar.png	avatar	https://i.pravatar.cc/256?img=47
avatars/9287/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=maikimyen&size=256
avatars/9288/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=duongduckien&size=256
avatars/9289/avatar.png	avatar	https://api.dicebear.com/9.x/avataaars/png?seed=hoanhson&size=256
